location,no,size_type,pod,weight,vessel_name_in,voyage_in,vessel_name_out,voyage_out
*1A0150602,CSLU1867468,22G1,NGTIN,24910,,,LHE22,JT3159N
*1A0150603,BSIU2695542,22G1,NGTIN,28300,,,LHE22,JT3159N
*1A0180101,MSKU0078241,45G1,NGONN,11200,,,MARCU,1707
*1A0180102,MRKU3108271,45GP,NGONN,11793,,,MARCU,1707
*1A0180103,MSKU0654455,45GP,NGONN,18700,,,MARCU,1707
*1A0180201,MSKU1407378,45G1,NGONN,28200,,,MARCU,1707
*1A0180202,TGBU5227712,45G1,NGONN,27700,,,MARCU,1707
*1A0180203,CMAU5461020,45G1,NGONN,29484,,,MARCU,1707
*1A0180204,MSKU1189872,45G1,NGONN,29999,,,MARCU,1707
*1A0180301,CMAU7228635,45G1,NGONN,15180,,,MARCU,1707
*1A0180302,TLLU4706917,45G1,NGONN,20956,,,MARCU,1707
*1A0180303,MSKU1877176,45G1,NGONN,22200,,,MARCU,1707
*1A0180401,MSKU1593971,45G1,NGONN,17977,,,YZHOU,B742N
*1A0180402,MRKU5337678,45GP,NGONN,16210,,,YZHOU,B742N
*1A0180403,TGHU8322799,45G1,NGONN,15300,,,YZHOU,B742N
*1A0180404,MRSU3462035,45G1,NGONN,22200,,,YZHOU,B742N
*1A0180501,MSKU1439122,45G1,NGONN,32000,,,YZHOU,B742N
*1A0180502,PONU8087506,45G1,NGONN,30100,,,YZHOU,B742N
*1A0180503,MRKU4324249,45G1,NGONN,32200,,,YZHOU,B742N
*1A0180601,TRLU5812529,45G1,NGONN,28776,,,YZHOU,B742N
*1A0180602,MSKU9110508,45GP,NGONN,28050,,,YZHOU,B742N
*1A0180603,MSKU8460800,45G1,NGONN,26850,,,YZHOU,B742N
*1A0220101,MSKU9061656,45G1,NGAPP,21200,,,YZHOU,B742N
*1A0220102,MSKU9499998,45G1,NGAPP,11818,,,YZHOU,B742N
*1A0220301,MRKU2646550,45GP,NGAPP,16464,,,YZHOU,B742N
*1A0220302,MSKU8514249,45G1,NGAPP,12136,,,YZHOU,B742N
*1A0220303,MSKU1658500,45G1,NGAPP,24790,,,YZHOU,B742N
*1A0220401,TCNU8066247,45G1,NGAPP,22831,,,YZHOU,B742N
*1A0220402,MRKU6481484,45GP,NGAPP,24200,,,YZHOU,B742N
*1A0220403,INKU2536545,45G1,NGAPP,23400,,,YZHOU,B742N
*1A0220404,CAXU9305880,45GP,NGAPP,27000,,,YZHOU,B742N
*1A0220501,MSKU1323750,45G1,NGAPP,27200,,,YZHOU,B742N
*1A0220502,TGHU8013629,45GP,NGAPP,16540,,,YZHOU,B742N
*1A0220601,MSKU1966083,45G1,NGAPP,27200,,,YZHOU,B742N
*1A0220602,MRSU3439246,45G1,NGAPP,32870,,,YZHOU,B742N
*1A0220603,PONU7917240,45G1,NGAPP,30607,,,YZHOU,B742N
*1A0250101,PONU0895679,22G1,NGONN,31552,,,YZHOU,B742N
*1A0250201,CMAU1419784,22G1,NGONN,20118,,,YZHOU,B742N
*1A0250202,MVIU2000860,22G1,NGONN,20300,,,YZHOU,B742N
*1A0250301,MSKU2473630,22G1,NGONN,8960,,,YZHOU,B742N
*1A0250302,MRKU8946662,22G1,NGONN,22300,,,YZHOU,B742N
*1A0250303,MRSU0218806,23GP,NGONN,20300,,,YZHOU,B742N
*1A0250304,MRKU7588610,22G1,NGONN,28970,,,YZHOU,B742N
*1A0250401,MRKU9762150,23GP,NGTIN,30300,,,MARCU,1707
*1A0250402,MSKU2930207,23GP,NGTIN,30300,,,MARCU,1707
*1A0250403,MSKU5923840,23GP,NGTIN,30300,,,MARCU,1707
*1A0250404,MSKU3538839,23GP,NGTIN,30300,,,MARCU,1707
*1A0250501,MSKU4374339,22G1,NGTIN,20600,,,MARCU,1707
*1A0280101,CAIU8139782,45G1,GHTEM,15360,,,LHE22,JT3159N
*1A0280102,TEMU6714994,45G1,GHTEM,26700,,,LHE22,JT3158N
*1A0280201,TLLU4865441,45G1,NGTIN,31900,,,LHE22,JT3159N
*1A0280202,PCIU8791968,45G1,GHTEM,28600,,,LHE22,JT3159N
*1A0280301,PCIU8263493,45G1,GHTEM,16900,,,YZHOU,C742N
*1A0280302,PCIU8630520,45G1,GHTEM,28830,,,LHE22,JT3159N
*1A0280303,PCIU8925970,45GP,GHTEM,29020,,,LHE22,JT3159N
*1A0280304,PCIU9162126,45G1,GHTEM,29168,,,YZHOU,C742N
*1A0280401,TCNU4894346,45G1,GHTEM,8820,,,LHE22,JT3158N
*1A0280402,TGBU5320851,45G1,GHTEM,10200,,,LHE22,JT3159N
*1A0280403,CBHU8631909,45G1,GHTEM,14570,,,LHE22,JT3159N
*1A0280404,PCIU8647457,45G1,GHTEM,14700,,,YZHOU,C742N
*1A0280501,PCIU8539616,45G1,GHTEM,23280,,,LHE22,JT3158N
*1A0280601,PCIU8492186,45G1,GHTEM,13562,,,LHE22,JT3158N
*1A0280602,TCNU4817442,45G1,GHTEM,20795,,,LHE22,JT3158N
*1A0280603,PCIU8682519,45G1,GHTEM,15360,,,LHE22,JT3159N
*1A0320101,TCNU1164787,45G1,NGTIN,30190,,,YZHOU,B742N
*1A0320201,MSKU1970308,45G1,NGTIN,24648,,,YZHOU,B742N
*1A0320202,PONU7451300,45GP,NGTIN,21110,,,YZHOU,B742N
*1A0320203,TCNU1167338,45G1,NGTIN,27020,,,YZHOU,B742N
*1A0320204,TEMU7440692,45G1,NGTIN,24200,,,YZHOU,B742N
*1A0320301,TCNU4559522,45G1,TGLFW,26400,,,LHE22,JT3158N
*1A0320302,CCLU6791240,45G1,NGTIN,15950,,,LHE22,JT3158N
*1A0320303,TCNU4877333,45G1,NGTIN,30407,,,YZHOU,C742N
*1A0320401,FSCU8031265,45G1,NGTIN,28178,,,LHE22,JT3158N
*1A0320402,TCNU4420096,45GP,NGTIN,32385,,,LHE22,JT3159N
*1A0320403,TCNU4801997,45G1,NGTIN,30665,,,YZHOU,C742N
*1A0320404,TCNU6552893,45GP,NGTIN,16358,,,LHE22,JT3158N
*1A0320501,TCNU5975442,45G1,NGTIN,21100,,,LHE22,JT3159N
*1A0320502,TCNU6198223,45G1,NGTIN,20653,,,LHE22,JT3159N
*1A0320503,PCIU8804828,45G1,NGTIN,27541.3,,,LHE22,JT3159N
*1A0320504,TGHU6821119,45G1,NGTIN,29015,,,LHE22,JT3159N
*1A0320601,FCIU9940053,45GP,NGTIN,28548,,,LHE22,JT3159N
*1A0320602,RFCU5089090,45GP,NGTIN,29015,,,LHE22,JT3159N
*1A0320603,FSCU8820788,45G1,NGTIN,28544,,,LHE22,JT3159N
*1A0360101,MRKU2871313,45G1,NGTIN,16996,,,MARCU,1707
*1A0360102,TCNU4059213,45G1,NGTIN,17020,,,MARCU,1707
*1A0360201,MSKU0950288,45G1,NGTIN,14936,,,MARCU,1707
*1A0360301,MRKU4448527,45G1,NGTIN,8350,,,YZHOU,B742N
*1A0360401,TCNU1164998,45G1,NGTIN,19039,,,YZHOU,B742N
*1A0360402,TGBU5224971,45G1,NGTIN,22485.7,,,YZHOU,B742N
*1A0360501,MRSU3336567,45G1,NGAPP,24355,,,MARCU,1707
*1A0360502,TCLU7222245,45G1,NGAPP,20200,,,MARCU,1707
*1A0360503,MSKU0751922,45G1,NGAPP,31100,,,MARCU,1707
*1A0360504,PONU7657250,45GP,NGAPP,32500,,,MARCU,1707
*1A0360601,MRSU3754823,45G1,NGAPP,11760,,,MARCU,1707
*1A0360602,MSKU8757320,45G1,NGAPP,17200,,,MARCU,1707
*1A0360603,MSKU8164583,45G1,NGAPP,17050,,,MARCU,1707
*1A0390101,UETU2443993,22G1,NAWBA,6150,,,YZHOU,B742N
*1A0410101,PCIU2129194,23GP,SGSIN,18860,,,LHE22,JT3158N
*1A0410201,MRKU9723088,22G1,NGTIN,14695,,,YZHOU,B742N
*1A0410401,DFSU1919095,22G1,TWTXG,4338,,,KUCHA,231QKE
*1A0410402,APZU3499361,22G1,TWTXG,19015,,,KUCHA,231QKE
*1A0410403,FCIU5616468,22G1,TWTXG,4600,,,KUCHA,231QKE
*1A0410501,MRKU8666759,22G1,TWTXG,23342,,,KUCHA,231QKE
*1A0410502,MAGU2532780,22G1,TWTXG,21200,,,KUCHA,231QKE
*1A0410503,FCIU5712292,22G1,TWTXG,5757,,,KUCHA,231QKE
*1A0410601,DFSU1698040,22G1,TWTXG,12132,,,KUCHA,231QKE
*1A0410602,FCIU4125840,22G1,TWTXG,19675,,,KUCHA,231QKE
*1A0410603,ZIMU2982992,22G1,TWTXG,19134,,,KUCHA,231QKE
*1A0440101,TGHU6512505,45G1,NGTIN,15226,,,YZHOU,B742N
*1A0440102,MRKU5638394,45G1,NGTIN,16541,,,YZHOU,B742N
*1A0440103,MRKU3553317,45G1,NGTIN,20965,,,YZHOU,B742N
*1A0440201,MSKU8806220,45G1,NGTIN,12200,,,YZHOU,B742N
*1A0440202,MVIU0028596,45G1,NGTIN,32200,,,YZHOU,B742N
*1A0440203,MSKU8545070,45G1,NGTIN,30000,,,YZHOU,B742N
*1A0440204,TGBU5240062,45G1,NGTIN,30200,,,YZHOU,B742N
*1A0440301,MRKU2370883,45G1,NGTIN,11200,,,YZHOU,B742N
*1A0440302,MSKU0379266,45G1,NGTIN,18914,,,YZHOU,B742N
*1A0440303,TCNU1161540,45G1,NGTIN,22016,,,YZHOU,B742N
*1A0440304,MRKU3226063,45G1,NGTIN,21110,,,YZHOU,B742N
*1A0440401,TGBU5240340,45G1,NGTIN,29200,,,YZHOU,B742N
*1A0440402,MRSU3311086,45G1,NGTIN,26380,,,YZHOU,B742N
*1A0440403,TCNU1186718,45G1,NGTIN,25700,,,YZHOU,B742N
*1A0440404,MSKU8409114,45G1,NGTIN,26365,,,YZHOU,B742N
*1A0440501,PONU7928901,45GP,NGAPP,18162,,,MARCU,1707
*1A0440502,TGBU5236313,45G1,NGAPP,16919,,,MARCU,1707
*1A0440503,MSKU0425361,45G1,NGAPP,16356,,,MARCU,1707
*1A0440504,MRSU3095520,45G1,NGAPP,16383,,,MARCU,1707
*1A0440601,CBHU9481892,45G1,NGTIN,15360,,,LHE22,JT3158N
*1A0440602,TGHU8220462,45GP,NGAPP,19303,,,MARCU,1707
*1A0440603,MRKU6041084,45G1,NGAPP,22200,,,MARCU,1707
*1A0480101,TGBU5309174,45G1,GHTEM,21015,,,LHE22,JT3159N
*1A0480201,FSCU8088738,45G1,GHTEM,26037,,,LHE22,JT3158N
*1A0480301,MAEU6393828,42G1,NGAPP,28396,,,YZHOU,B742N
*1A0480401,TLLU4676767,45GP,NGAPP,21200,,,MARCU,1707
*1A0480402,MRKU5281748,45G1,NGAPP,22200,,,MARCU,1707
*1A0480403,PONU7341220,45GP,NGAPP,21200,,,MARCU,1707
*1A0480404,MRKU5306450,45G1,NGAPP,26200,,,MARCU,1707
*1A0480501,MSKU0662980,45G1,NGAPP,19200,,,MARCU,1707
*1A0480502,MRKU2836009,45G1,NGAPP,28200,,,MARCU,1707
*1A0480503,MSKU0914763,45GP,NGAPP,31400,,,MARCU,1707
*1A0480504,PONU7290015,45GP,NGAPP,31500,,,MARCU,1707
*1A0480601,MRKU2860129,45G1,NGAPP,12148,,,MARCU,1707
*1A0480602,MSKU9052227,45G1,NGAPP,25200,,,MARCU,1707
*1A0480603,MSKU8828213,45GP,NGAPP,26200,,,MARCU,1707
*1A0520101,MRKU5584894,45G1,NGONN,22200,,,MARCU,1707
*1A0520102,APHU7303880,45G1,NGONN,25998,,,MARCU,1707
*1A0520103,MSKU0042336,45GP,NGONN,27200,,,MARCU,1707
*1A0520201,MRKU5599493,45GP,NGAPP,32100,,,YZHOU,B742N
*1A0520202,MSKU1486016,45G1,NGAPP,30300,,,YZHOU,B742N
*1A0520203,MRKU4208629,45G1,NGAPP,32700,,,YZHOU,B742N
*1A0520204,MSKU9981700,45GP,NGAPP,32597,,,YZHOU,B742N
*1A0520301,MRKU5491657,45G1,NGAPP,13940,,,YZHOU,B742N
*1A0520302,MSKU8987431,45G1,NGAPP,14550,,,YZHOU,B742N
*1A0520303,PONU7105821,45G1,NGAPP,22038,,,YZHOU,B742N
*1A0520304,ECMU9723203,45G1,NGAPP,12128,,,YZHOU,B742N
*1A0520401,TCLU9665772,45G1,GHTEM,21015,,,LHE22,JT3159N
*1A0520501,TEMU6915495,45G1,KRINC,11700,,,CSCOK,8246E
*1A0520601,BEAU4426671,45G1,GHTEM,21015,,,LHE22,JT3159N
*1A0520602,TCNU7870610,45G1,GHTEM,21015,,,LHE22,JT3159N
*1A0560101,MRKU4695086,45G1,NGONN,18700,,,YZHOU,B742N
*1A0560201,TCNU4578796,45G1,NGTIN,17400,,,LHE22,JT3159N
*1A0560202,CAIU9938947,45G1,NGTIN,18345,,,LHE22,JT3159N
*1A0560203,RFCU4045631,45G1,NGTIN,25765,,,LHE22,JT3159N
*1A0560204,TCLU6495100,45G1,NGTIN,31700,,,LHE22,JT3159N
*1A0560301,TCNU7882755,45G1,NGTIN,20268,,,LHE22,JT3159N
*1A0560302,TCNU6322648,45G1,NGTIN,24461,,,LHE22,JT3159N
*1A0560303,CBHU8544002,45G1,NGTIN,20720,,,LHE22,JT3159N
*1A0560304,TCLU1538616,45G1,NGTIN,22407,,,LHE22,JT3159N
*1A0560401,DRYU9436493,45G1,TWKHH,29524,,,KUCHA,231QKE
*1A0560402,XINU8163875,45G1,TWKHH,29415,,,KUCHA,231QKE
*1A0560403,TCLU9349516,45G1,TWKHH,29932,,,KUCHA,231QKE
*1A0560404,EITU1848772,45G1,TWKHH,29637,,,KUCHA,231QKE
*1A0560501,TLLU4128275,45G1,TWKHH,8386,,,KUCHA,231QKE
*1A0560502,GATU8721208,45G1,TWKHH,9070,,,KUCHA,231QKE
*1A0560503,HMCU9153058,45G1,TWKHH,8386,,,KUCHA,231QKE
*1A0560504,TGHU9032069,45G1,TWKHH,12520,,,KUCHA,231QKE
*1A0560601,TCNU5196571,45G1,TWKHH,29879,,,KUCHA,231QKE
*1A0560602,EMCU9425826,45GP,TWKHH,29400,,,KUCHA,231QKE
*1A0600101,MSKU8746877,45G1,NGAPP,29200,,,YZHOU,B742N
*1A0600102,MSKU1574945,45G1,NGAPP,28500,,,YZHOU,B742N
*1A0600103,MRSU3358340,45GP,NGAPP,32100,,,YZHOU,B742N
*1A0600201,MRKU3526841,45G1,NGAPP,16578,,,YZHOU,B742N
*1A0600202,MSKU8419555,45G1,NGAPP,24902,,,YZHOU,B742N
*1A0600203,TGBU5240993,45GP,NGAPP,20390,,,YZHOU,B742N
*1A0600301,CAIU9432630,45G1,NGAPP,32850,,,YZHOU,B742N
*1A0600302,MRKU2345010,45G1,NGAPP,31200,,,YZHOU,B742N
*1A0600303,MSKU1701130,45G1,NGAPP,32100,,,YZHOU,B742N
*1A0600304,BEAU4019932,45G1,NGAPP,32830,,,YZHOU,B742N
*1A0600401,CXDU1660247,45G1,CIABJ,25642,,,LHE22,JT3159N
*1A0600501,FSCU8808165,45G1,CIABJ,24627,,,LHE22,JT3159N
*1A0600502,FSCU8569029,45G1,CIABJ,20200,,,LHE22,JT3159N
*1A0600503,TGBU5321143,45G1,CIABJ,22871,,,LHE22,JT3159N
*1A0600601,TLLU4377350,45G1,CIABJ,16200,,,LHE22,JT3159N
*1B0110201,TRLU0259489,23TN,ESVLC,22420,,,MYKHM,009W
*1B0110301,EOLU8245136,22T0,CNNBO,26660,SNLDF,1739N,,
*1B0110302,SNTU7703786,22TN,CNTCG,24660,UASTI,002E,,
*1B0110401,EXFU6612045,23TN,ITGOA,25560,,,MYKHM,009W
*1B0110402,SIMU2610935,23TN,ITGOA,25600,,,MYKHM,009W
*1B0110501,SIMU2587054,22T0,CNNBO,23286,EVGSA,202BE,,
*1B0110502,EXFU6612071,23TN,ITGOA,25600,,,MYKHM,009W
*1B0130401,ZSMU2011662,2270,CNNBO,3600,SNLDF,1737N,,
*1B0130402,JHFU2011942,22T0,CNNBO,3600,NORPC,002E,,
*1B0150201,EOLU8207286,22T0,CNNBO,26610,SNLDF,1739N,,
*1B0150202,EOLU8249358,22T0,CNNBO,26660,SNLDF,1739N,,
*1B0150301,EOLU8247519,22T0,CNNBO,26710,SNLDF,1739N,,
*1B0150401,EOLU8100765,22T0,CNNBO,26620,SNLDF,1739N,,
*1B0150402,EOLU8229916,22T0,CNNBO,26650,SNLDF,1739N,,
*1B0150601,EOLU8248161,22T0,CNNBO,26560,SNLDF,1739N,,
*1B0150602,EOLU8220858,22T0,CNNBO,26780,SNLDF,1739N,,
*1B0190201,EXFU5502845,22T1,CNNBO,3600,COSTX,149N,,
*1B0190202,TLLU9000250,22T1,CNNBO,3600,COSTX,149N,,
*1B0210201,ITTU1053745,22T1,CNNBO,3600,COSTX,149N,,
*1B0210202,CXTU1083912,22T1,CNNBO,3600,COSTX,149N,,
*1B0230201,SNTU6001580,23TN,HKHKG,20580,,,UAAMU,003W
*1B0230202,WHPU6000240,23TN,BEANR,24600,,,RAFFS,067FM
*1B0230301,WHPU4240160,23TN,BEANR,18600,,,RAFFS,067FM
*1B0230302,WHPU4240181,23TN,BEANR,18600,,,RAFFS,067FM
*1B0230401,WHPU4240134,23TN,BEANR,18600,,,RAFFS,067FM
*1B0230402,WHPU4240176,23TN,BEANR,18600,,,RAFFS,067FM
*1B0230501,WHPU4240155,23TN,BEANR,18600,,,RAFFS,067FM
*1B0230502,WHPU4240197,23TN,BEANR,18600,,,RAFFS,067FM
*1B0250201,CXTU1131230,23TN,SGSIN,3600,,,RAFFS,067FM
*1B0250202,CXTU1131158,23TN,SGSIN,3600,,,RAFFS,067FM
*1B0250301,CXTU1131287,23TN,SGSIN,3600,,,RAFFS,067FM
*1B0250302,CRYU9800290,22T5,CNNBO,3600,WH202,N619,,
*1B0250401,TIFU1506907,23TN,NLRTM,28600,,,AFIF,002W
*1B0250402,BLKU2567253,22T6,ITGOA,23600,,,MYKHM,009W
*1B0250501,GMCU3151421,23TN,NLRTM,28600,,,AFIF,002W
*1B0270201,ZSMU2011209,22T0,CNNBO,3600,CGFET,238FL,,
*1B0270202,CRXU8676828,22T1,CNNBO,3600,COSTX,149N,,
*1B0270301,IHOU3052807,22T1,CNNBO,3600,COSTX,149N,,
*1B0270302,IHOU1048726,22T1,CNNBO,3600,COSTX,149N,,
*1B0270401,TQMU1846369,22T1,CNNBO,3600,COSTX,149N,,
*1B0270402,CXTU1131271,23TN,SGSIN,3600,,,RAFFS,067FM
*1B0270501,CXTU1131266,23TN,SGSIN,3600,,,RAFFS,067FM
*1B0270502,CXTU1131163,23TN,SGSIN,3600,,,RAFFS,067FM
*1B0290201,CRXU8695936,22T1,CNNBO,3600,COSTX,149N,,
*1B0290202,EXFU0601399,22T1,CNNBO,3600,COSTX,149N,,
*1B0290501,SIMU2668428,22T1,CNNBO,3600,COSTA,146S,,
*1B0310101,PONU0640723,22G1,NGAPP,18818,,,YZHOU,B742N
*1B0310102,CAIU2324504,23GP,NGAPP,19500,,,YZHOU,B742N
*1B0310103,MSKU7545456,22G1,NGAPP,18818,,,YZHOU,B742N
*1B0310201,TGHU0342459,22G1,NGAPP,24248,,,YZHOU,B742N
*1B0310202,MSKU3973137,23GP,NGAPP,22283,,,YZHOU,B742N
*1B0310203,MSKU7568805,23GP,NGAPP,21993,,,YZHOU,B742N
*1B0310204,MSKU4027793,23GP,NGAPP,22300,,,YZHOU,B742N
*1B0310301,MSKU2524580,22G1,NGAPP,14800,,,YZHOU,B742N
*1B0310302,MRKU7612505,22G1,NGAPP,16197,,,YZHOU,B742N
*1B0310303,MSKU5076724,22G1,NGAPP,19580,,,YZHOU,B742N
*1B0310401,MRKU8261787,22G1,NGONN,8861,,,YZHOU,B742N
*1B0310402,MSKU3385766,22G1,NGONN,8210,,,YZHOU,B742N
*1B0310403,MRKU8554933,22G1,NGONN,9300,,,YZHOU,B742N
*1B0310404,MRKU6862752,22G1,NGONN,20300,,,YZHOU,B742N
*1B0310501,TCKU1557373,23GP,NGONN,20200,,,YZHOU,B742N
*1B0310502,MRKU9577569,22G1,NGONN,21940,,,YZHOU,B742N
*1B0310601,MSKU4098138,22G1,NGONN,16678,,,YZHOU,B742N
*1B0310602,MSKU3907027,22G1,NGONN,17300,,,YZHOU,B742N
*1B0310603,MRKU7778878,22G1,NGONN,20600,,,YZHOU,B742N
*1B0340101,MRSU3168822,45G1,NGAPP,15970,,,YZHOU,B742N
*1B0340201,TEMU6152813,45G1,KRINC,13652,,,CSCOK,8247E
*1B0340202,TCNU6910488,45G1,KRINC,26200,,,CSCOK,8247E
*1B0340203,TCNU4359653,45GP,KRINC,25340,,,CSCOK,8247E
*1B0340301,CCLU6856320,45G1,KRINC,10599,,,CSCOK,8247E
*1B0340302,CSLU6164920,45G1,KRINC,13604,,,CSCOK,8247E
*1B0340303,CBHU9510882,45GP,KRINC,10700,,,CSCOK,8247E
*1B0340304,CBHU7049344,45G1,KRINC,13880,,,CSCOK,8247E
*1B0340401,TCNU5555049,45G1,KRINC,17156,,,CSCOK,8247E
*1B0340402,UETU5364223,45G1,KRINC,15505,,,CSCOK,8247E
*1B0340403,TRLU8049051,45G1,KRINC,19600,,,CSCOK,8247E
*1B0340404,CCLU7905190,45G1,KRINC,15319,,,CSCOK,8247E
*1B0340501,MSKU8115402,45GP,NAWVB,29600,,,MARCU,1707
*1B0370101,DRYU2346802,23GP,KRINC,20360,,,NMZ20,1743E
*1B0370102,FCIU3623982,23GP,KRINC,20760,,,NMZ20,1743E
*1B0370103,TRHU2465691,23GP,KRINC,21830,,,NMZ20,1743E
*1B0370201,CMAU0179251,23GP,KRINC,22800,,,NMZ20,1743E
*1B0370202,CMAU2183760,23GP,KRINC,22800,,,NMZ20,1743E
*1B0370203,CMAU1840453,23GP,KRINC,22800,,,NMZ20,1743E
*1B0370204,TRHU1947940,22G1,KRINC,22800,,,NMZ20,1743E
*1B0370301,CMAU2005562,22G1,KRINC,22800,,,NMZ20,1743E
*1B0370302,GESU2763182,22G1,KRINC,22800,,,NMZ20,1743E
*1B0370303,TRHU1035320,22G1,KRINC,22800,,,NMZ20,1743E
*1B0370304,DFSU2828744,23GP,KRINC,20310,,,NMZ20,1743E
*1B0370401,ESPU2015462,23GP,KRINC,3130,,,NMZ20,1743E
*1B0370501,CMAU1477097,23GP,KRINC,22468,,,NMZ20,1743E
*1B0400101,TCNU5682613,45GP,NGTIN,17110,,,MARCU,1707
*1B0400102,TGBU5232540,45G1,NGTIN,26200,,,MARCU,1707
*1B0400201,TLLU4355710,45G1,NGTIN,10840,,,MARCU,1707
*1B0400202,TCNU1162228,45G1,NGTIN,17900,,,MARCU,1707
*1B0400203,TRLU6804322,45GP,NGTIN,24919,,,MARCU,1707
*1B0400204,TCNU1172099,45G1,NGTIN,24917,,,MARCU,1707
*1B0400301,ECMU9258776,45G1,NGTIN,29200,,,MARCU,1707
*1B0400302,TGBU5242996,45G1,NGTIN,30200,,,MARCU,1707
*1B0400303,TCNU5514610,45GP,NGTIN,31700,,,MARCU,1707
*1B0400304,TEMU7621725,45G1,NGTIN,30200,,,MARCU,1707
*1B0400401,MRKU4228121,45G1,NGAPP,18002,,,YZHOU,B742N
*1B0400402,TGBU5335548,45G1,NGAPP,17136,,,YZHOU,B742N
*1B0400403,MRKU4046940,45G1,NGAPP,18002,,,YZHOU,B742N
*1B0400404,PONU8205810,45G1,NGAPP,17772,,,YZHOU,B742N
*1B0400501,MRKU5211951,45G1,NGAPP,24999,,,YZHOU,B742N
*1B0400502,MSKU9242839,45G1,NGAPP,21700,,,YZHOU,B742N
*1B0400503,MSKU1751676,45G1,NGAPP,32900,,,YZHOU,B742N
*1B0400601,MSKU1387060,45G1,NGAPP,29200,,,YZHOU,B742N
*1B0400602,MRKU4323875,45G1,NGAPP,29305,,,YZHOU,B742N
*1B0400603,MSKU1023650,45G1,NGAPP,32700,,,YZHOU,B742N
*1B0440101,TEMU6213694,45GP,GHTEM,14200,,,LHE22,JT3158N
*1B0440102,TCNU3892333,45G1,GHTEM,22100,,,LHE22,JT3158N
*1B0440103,SEGU4497620,45G1,GHTEM,20700,,,LHE22,JT3158N
*1B0440201,TCNU5793900,45GP,GHTEM,19420,,,LHE22,JT3158N
*1B0440202,PCIU8616775,45G1,GHTEM,16800,,,LHE22,JT3158N
*1B0440203,PCIU9145941,45G1,GHTEM,20700,,,LHE22,JT3158N
*1B0440204,UETU5180057,45G1,GHTEM,24200,,,LHE22,JT3158N
*1B0440301,CAIU8003420,45G1,GHTEM,31400,,,LHE22,JT3158N
*1B0440302,TCNU5993169,45G1,GHTEM,30003,,,LHE22,JT3158N
*1B0440303,TRLU7519079,45G1,GHTEM,30000,,,LHE22,JT3158N
*1B0440401,MRSU3791513,45G1,TWKHH,24316,,,KUCHA,231QKE
*1B0440402,MRKU5731233,45G1,TWKHH,22634,,,KUCHA,231QKE
*1B0440403,MRKU3957160,45G1,TWKHH,20947,,,KUCHA,231QKE
*1B0440404,MSKU0700102,45G1,TWKHH,23950,,,KUCHA,231QKE
*1B0440501,MRKU5519559,45GP,TWKHH,25772,,,KUCHA,231QKE
*1B0440502,MRSU3504207,45G1,TWKHH,25084,,,KUCHA,231QKE
*1B0440503,MRKU5137324,45G1,TWKHH,25047,,,KUCHA,231QKE
*1B0440504,MRKU4078504,45GP,TWKHH,26380,,,KUCHA,231QKE
*1B0440601,MSKU1640754,45G1,TWKHH,25446,,,KUCHA,231QKE
*1B0440602,MSKU0738767,45GP,TWKHH,27809,,,KUCHA,231QKE
*1B0440603,MRSU3484498,45G1,TWKHH,25356,,,KUCHA,231QKE
*1B0480101,MRKU6022401,45G1,NGONN,21463,,,YZHOU,B742N
